user_id,signup_timestamp,source,device_type,country
2962967,2024-02-12,organic,tablet,India
4647772,2024-01-10,email,mobile,India
4833453,2024-04-29,referral,mobile,India
1512791,2024-05-03,email,desktop,India
2249208,2024-02-27,organic,mobile,Canada
2617800,2024-02-24,email,mobile,Canada
4383053,2024-01-28,ads,mobile,Australia
4718732,2024-05-30,organic,mobile,Australia
1477820,2024-01-11,organic,mobile,USA
1500703,2024-02-19,organic,mobile,UK
1730536,2024-02-12,ads,desktop,India
4653171,2024-01-16,email,mobile,UK
2435591,2024-01-05,ads,mobile,India
4659009,2024-01-23,ads,mobile,USA
1523687,2024-01-26,ads,desktop,USA
1403947,2024-02-18,email,mobile,India
4906870,2024-01-19,organic,mobile,Australia
1371206,2024-04-25,social,desktop,India
3204764,2024-01-14,email,mobile,USA
1686853,2024-02-11,organic,desktop,India
4175202,2024-01-18,referral,tablet,USA
4630218,2024-02-07,ads,mobile,India
4607276,2024-01-15,social,mobile,India
4694987,2024-01-25,ads,desktop,India
3991267,2024-01-10,social,mobile,India
2010117,2024-02-24,social,mobile,USA
4836378,2024-03-22,referral,desktop,UK
2690508,2024-01-03,ads,tablet,Canada
4737935,2024-05-26,ads,mobile,India
2222476,2024-02-04,referral,desktop,India
1501512,2024-01-07,organic,mobile,India
2879200,2024-01-01,email,desktop,USA
4534951,2024-01-26,organic,mobile,UK
1669191,2024-03-12,ads,tablet,UK
1466444,2024-02-28,organic,desktop,Australia
1531477,2024-04-19,referral,mobile,India
1967539,2024-09-16,email,tablet,India
3952253,2024-03-12,organic,mobile,India
2272000,2024-01-11,organic,tablet,India
1969916,2024-06-11,ads,mobile,USA
1776637,2024-02-17,email,mobile,USA
2698146,2024-01-31,ads,desktop,India
3407309,2024-07-24,organic,mobile,India
3926610,2024-01-07,organic,mobile,India
3140074,2024-01-09,ads,mobile,India
2592918,2024-01-19,organic,mobile,USA
1994711,2024-01-10,ads,desktop,India
1573761,2024-01-16,organic,mobile,India
3002355,2024-03-05,ads,mobile,India
2242513,2024-02-22,organic,mobile,India
2678762,2024-02-21,organic,mobile,UK
4042104,2024-12-16,organic,desktop,UK
1023588,2024-03-01,ads,mobile,USA
4810540,2024-04-02,organic,desktop,India
2698396,2024-01-18,organic,desktop,India
4121978,2024-04-20,organic,mobile,India
4067985,2024-01-08,referral,desktop,USA
3523901,2024-02-11,organic,mobile,USA
3280476,2024-04-09,organic,mobile,USA
1105221,2024-02-26,organic,mobile,USA
3667950,2024-01-19,referral,desktop,USA
2993151,2024-07-13,referral,desktop,India
2617813,2024-03-26,ads,desktop,India
1450716,2024-09-01,ads,tablet,India
4977695,2024-01-19,ads,mobile,UK
1411435,2024-03-02,social,mobile,USA
3136910,2024-01-11,ads,mobile,India
4338065,2024-03-28,organic,desktop,Canada
4795846,2024-02-18,ads,mobile,India
2036763,2024-05-14,organic,mobile,India
1057650,2024-02-04,ads,mobile,India
4746363,2024-06-16,organic,mobile,India
1376992,2024-01-08,email,mobile,Canada
1708721,2024-01-18,organic,tablet,USA
4373484,2024-02-05,organic,mobile,India
2555570,2024-01-28,referral,tablet,India
1255361,2024-08-30,organic,desktop,Canada
3748479,2024-02-14,ads,tablet,USA
3686700,2024-04-07,ads,desktop,Australia
3459790,2024-04-12,ads,desktop,Canada
4004777,2024-05-11,ads,mobile,India
3682505,2024-01-02,organic,mobile,India
1161249,2024-01-21,referral,mobile,India
1248104,2024-04-08,ads,desktop,India
4239989,2024-01-16,organic,desktop,India
2184663,2024-01-02,ads,desktop,India
4368192,2024-03-07,ads,desktop,India
4871963,2024-05-26,organic,desktop,USA
2781525,2024-04-02,organic,mobile,USA
1475346,2024-01-15,ads,tablet,UK
3847782,2024-01-15,referral,desktop,India
3175177,2024-01-10,organic,mobile,USA
4901074,2024-01-20,ads,desktop,India
1362296,2024-03-25,ads,mobile,Canada
1082597,2024-01-18,email,mobile,India
3276942,2024-01-09,ads,desktop,India
2626793,2024-02-02,ads,desktop,India
4175706,2024-04-22,ads,mobile,UK
1543094,2024-01-21,organic,mobile,India
4188726,2024-01-01,organic,desktop,India
4884400,2024-06-25,referral,mobile,India
4769171,2024-01-14,organic,desktop,India
1821512,2024-01-04,email,mobile,India
4664578,2024-03-03,referral,mobile,USA
4210566,2024-01-23,ads,mobile,India
1801354,2024-01-23,organic,mobile,UK
1345603,2024-01-13,ads,mobile,Canada
4337747,2024-04-13,organic,desktop,India
2662867,2024-11-30,ads,desktop,India
4002674,2024-05-11,ads,mobile,Germany
3202718,2024-04-04,ads,desktop,India
3154396,2024-02-01,organic,mobile,India
1825369,2024-03-10,organic,mobile,India
1416528,2024-07-01,organic,mobile,Canada
3283247,2024-01-12,organic,mobile,India
2657429,2024-01-08,organic,mobile,India
2426361,2024-12-12,organic,mobile,India
4973777,2024-10-06,email,mobile,India
3592001,2024-03-22,organic,mobile,India
2393666,2024-01-02,organic,tablet,India
1623321,2024-01-17,organic,desktop,Canada
3184709,2024-01-10,organic,desktop,USA
4444329,2024-05-22,organic,mobile,USA
2354351,2024-01-22,ads,mobile,India
1463339,2024-02-15,organic,tablet,India
3622319,2024-03-04,organic,desktop,India
3784555,2024-01-05,organic,mobile,India
1228088,2024-05-15,ads,desktop,USA
1643001,2024-01-15,organic,desktop,India
3307113,2024-03-26,organic,mobile,USA
2551147,2024-02-11,ads,desktop,USA
1329154,2024-02-12,ads,mobile,USA
2016093,2024-01-13,ads,mobile,India
2671273,2024-02-04,organic,mobile,India
3199350,2024-01-01,organic,desktop,Germany
2607311,2024-01-27,ads,mobile,India
2289182,2024-01-19,ads,desktop,India
1223266,2024-04-01,organic,tablet,India
3285525,2024-01-05,organic,desktop,Canada
3729344,2024-04-29,organic,mobile,India
2587999,2024-03-04,organic,desktop,Canada
3059095,2024-01-04,email,mobile,UK
2289199,2024-05-03,organic,mobile,Australia
3222407,2024-01-06,organic,mobile,India
1776281,2024-05-17,ads,mobile,India
3355677,2024-01-01,ads,tablet,India
4839259,2024-03-09,referral,mobile,USA
1247430,2024-01-12,organic,mobile,India
2927478,2024-04-06,organic,mobile,Australia
2178847,2024-03-07,organic,mobile,India
4442189,2024-01-31,organic,mobile,India
2843149,2024-02-07,organic,mobile,India
4637142,2024-01-10,social,desktop,Australia
4479824,2024-01-11,ads,mobile,USA
1464180,2024-01-22,organic,mobile,USA
1847292,2024-01-31,ads,tablet,UK
1999595,2024-02-02,referral,mobile,India
2107508,2024-01-02,referral,desktop,India
2463738,2024-01-16,referral,mobile,UK
2481891,2024-01-07,organic,mobile,UK
3458903,2024-02-10,ads,mobile,USA
4817829,2024-03-02,organic,mobile,Germany
3221550,2024-01-08,organic,desktop,Canada
4623285,2024-04-21,organic,mobile,Germany
1121293,2024-01-14,organic,mobile,UK
2857082,2024-01-29,referral,mobile,India
2094913,2024-04-05,referral,mobile,India
3560577,2024-01-28,organic,mobile,Canada
3904243,2024-01-08,email,desktop,USA
1456608,2024-06-26,organic,tablet,UK
4847975,2024-01-15,ads,tablet,Germany
3403319,2024-05-07,ads,mobile,India
2239434,2024-06-10,organic,mobile,India
3019058,2024-01-31,email,mobile,India
2415952,2024-01-12,organic,mobile,USA
1517679,2024-01-16,social,mobile,India
1837770,2024-01-05,ads,mobile,Germany
3249371,2024-07-07,organic,desktop,India
2172493,2024-04-07,organic,desktop,USA
2897658,2024-01-28,referral,mobile,India
4168840,2024-02-02,organic,desktop,India
3918786,2024-01-27,ads,mobile,Germany
2888883,2024-01-07,email,mobile,India
2581761,2024-01-05,organic,mobile,Canada
4455294,2024-02-01,referral,desktop,Germany
4299775,2024-01-03,ads,mobile,India
3646872,2024-03-08,referral,mobile,Germany
1855231,2024-01-20,organic,desktop,UK
4886887,2024-01-06,email,mobile,USA
1050430,2024-01-06,organic,mobile,Australia
4081228,2024-03-11,ads,desktop,USA
2948987,2024-01-03,organic,desktop,India
2363498,2024-01-16,organic,mobile,Canada
2299524,2024-02-06,organic,mobile,UK
3152115,2024-03-24,email,desktop,Germany
3317584,2024-06-06,email,mobile,India
4178669,2024-01-02,referral,mobile,India
4844246,2024-03-17,ads,tablet,India
2372320,2024-03-16,ads,mobile,India
1577500,2024-01-10,organic,mobile,USA
3127277,2024-01-23,organic,desktop,Australia
1970387,2024-04-29,organic,mobile,UK
1416053,2024-03-05,ads,mobile,Canada
2639267,2024-02-06,organic,mobile,Canada
1127637,2024-02-06,email,tablet,UK
2516398,2024-03-02,organic,mobile,India
1884016,2024-02-22,organic,desktop,India
3215928,2024-03-14,referral,mobile,Australia
2004867,2024-01-28,organic,mobile,Germany
1513923,2024-01-18,organic,mobile,India
1520900,2024-02-04,organic,desktop,Canada
3476942,2024-01-31,social,desktop,Australia
4702361,2024-03-23,ads,desktop,USA
1032167,2024-09-02,organic,mobile,UK
3574548,2024-03-17,organic,mobile,India
2718606,2024-03-18,organic,tablet,India
1560463,2024-05-11,ads,mobile,USA
1635864,2024-05-18,ads,mobile,India
1185103,2024-03-23,organic,desktop,India
3705916,2024-01-22,organic,desktop,USA
3205063,2024-01-13,ads,mobile,India
4569568,2024-07-10,email,mobile,India
1126973,2024-03-11,referral,desktop,USA
1872867,2024-04-04,email,mobile,India
1647043,2024-06-03,ads,mobile,India
2763381,2024-03-08,organic,tablet,India
4551598,2024-02-08,organic,desktop,India
4504078,2024-01-17,referral,mobile,Canada
1716836,2024-02-13,email,mobile,India
3259160,2024-05-17,organic,mobile,USA
4831863,2024-01-21,ads,mobile,India
4732727,2024-01-19,ads,mobile,India
4826675,2024-03-02,organic,mobile,India
1208520,2024-02-21,ads,mobile,UK
4183866,2024-01-20,ads,mobile,Canada
4435247,2024-01-26,organic,mobile,India
4322330,2024-10-07,referral,desktop,UK
3309502,2024-02-21,ads,mobile,USA
3148721,2024-06-19,email,tablet,Germany
3624868,2024-01-03,organic,mobile,India
1493994,2024-02-23,organic,desktop,India
1692490,2024-03-08,organic,mobile,India
1188821,2024-05-26,organic,desktop,India
4324333,2024-01-20,referral,mobile,India
3892151,2024-07-09,referral,mobile,Australia
3254686,2024-04-21,organic,desktop,Germany
2970978,2024-02-26,organic,mobile,UK
3978079,2024-02-28,organic,mobile,India
3910210,2024-01-18,ads,mobile,Germany
2052527,2024-01-22,ads,tablet,India
1007847,2024-01-23,organic,mobile,India
3041822,2024-01-14,organic,desktop,Germany
1567796,2024-01-21,referral,desktop,India
3451434,2024-02-20,organic,tablet,India
2789799,2024-03-27,ads,mobile,Germany
3843259,2024-01-12,organic,mobile,India
4904046,2024-05-05,ads,mobile,India
2929067,2024-01-29,organic,desktop,USA
3822174,2024-01-21,organic,desktop,India
2401734,2024-02-29,ads,mobile,UK
3022911,2024-07-12,ads,tablet,Germany
3463288,2024-01-15,ads,tablet,UK
1664947,2024-02-12,ads,mobile,India
1150341,2024-03-12,referral,mobile,India
4070821,2024-01-15,organic,mobile,USA
1770559,2024-02-15,ads,mobile,India
4281634,2024-03-24,ads,desktop,India
4588249,2024-01-26,ads,desktop,Germany
2930543,2024-01-10,organic,desktop,UK
1363879,2024-01-12,organic,mobile,India
4443050,2024-03-12,ads,desktop,UK
1500607,2024-02-11,organic,desktop,Australia
3059439,2024-01-11,organic,desktop,India
1562312,2024-05-07,organic,mobile,India
2128201,2024-01-06,organic,desktop,India
1919148,2024-05-01,organic,mobile,India
3284749,2024-01-04,organic,desktop,India
1906552,2024-08-09,organic,mobile,India
2098579,2024-04-22,ads,mobile,USA
2022413,2024-01-14,ads,mobile,India
3726045,2024-02-28,ads,mobile,India
2137862,2024-02-01,referral,tablet,Canada
1438533,2024-01-16,ads,mobile,Canada
2993111,2024-01-03,organic,mobile,India
3167355,2024-02-04,organic,desktop,Australia
1067778,2024-01-21,social,mobile,India
2086129,2024-03-12,organic,mobile,India
4290922,2024-02-12,ads,mobile,UK
1885570,2024-01-21,social,desktop,UK
2442067,2024-04-06,referral,desktop,India
3208590,2024-03-25,ads,mobile,USA
3882417,2024-01-17,organic,mobile,UK
2372692,2024-04-20,email,mobile,Germany
1394967,2024-04-10,email,mobile,India
4824789,2024-02-07,ads,mobile,USA
1864382,2024-01-28,ads,tablet,India
4311425,2024-03-30,email,mobile,USA
1550093,2024-01-30,organic,desktop,UK
4406229,2024-04-01,email,mobile,India
4538147,2024-09-06,organic,mobile,Australia
4572291,2024-07-06,social,desktop,USA
4556305,2024-01-11,ads,desktop,Germany
3587502,2024-02-15,ads,tablet,USA
3797943,2024-09-27,email,tablet,India
2353293,2024-01-21,email,mobile,USA
2601251,2024-02-19,ads,desktop,India
3429872,2024-02-15,organic,desktop,India
1519504,2024-03-24,organic,desktop,Germany
4410034,2024-01-12,email,desktop,India
1651345,2024-01-18,ads,mobile,Germany
4246783,2024-05-27,organic,desktop,India
2269836,2024-02-11,organic,mobile,UK
2026119,2024-04-01,ads,mobile,USA
4727614,2024-01-23,organic,mobile,India
4554913,2024-01-29,ads,tablet,Germany
1688476,2024-04-04,email,desktop,India
1040456,2024-01-03,ads,mobile,India
4563040,2024-03-08,ads,desktop,India
2356172,2024-06-02,referral,tablet,India
1785163,2024-01-05,organic,desktop,UK
2509110,2024-02-09,email,mobile,India
2721988,2024-01-20,ads,mobile,Canada
2204706,2024-02-12,social,mobile,India
2414804,2024-03-08,ads,mobile,India
4842093,2024-01-24,organic,mobile,India
2174831,2024-02-26,organic,desktop,USA
4789282,2024-01-22,ads,mobile,UK
3102156,2024-01-04,organic,mobile,Germany
4040398,2024-01-13,organic,desktop,USA
2064019,2024-08-04,referral,desktop,USA
4217001,2024-02-10,organic,mobile,India
2689505,2024-02-20,organic,mobile,India
1573108,2025-01-22,ads,mobile,Germany
3825794,2024-06-06,email,mobile,India
3537183,2024-02-12,organic,tablet,India
2646660,2024-02-18,email,mobile,USA
1313162,2025-03-19,organic,tablet,India
3932939,2024-03-06,email,tablet,India
3636833,2024-03-04,organic,mobile,USA
4035632,2024-03-12,email,mobile,UK
4681461,2024-04-04,ads,mobile,UK
4413255,2024-02-04,organic,tablet,Canada
4641793,2024-02-05,email,desktop,UK
1866773,2024-01-29,referral,mobile,Germany
4778987,2024-01-29,organic,mobile,Canada
2977884,2024-01-27,organic,desktop,India
4208771,2024-04-19,organic,desktop,USA
1679005,2024-01-19,referral,mobile,Canada
3156169,2024-02-29,referral,tablet,Australia
4979973,2024-01-20,organic,tablet,Germany
4726699,2024-04-27,referral,mobile,India
3094787,2024-01-21,email,desktop,USA
3549043,2024-02-07,ads,mobile,USA
1129650,2024-01-22,organic,mobile,India
1222897,2024-02-29,ads,mobile,India
4602542,2024-01-14,ads,mobile,USA
2697700,2024-03-19,referral,desktop,Australia
1673262,2024-01-29,organic,mobile,India
3471351,2024-01-21,organic,mobile,Australia
4869491,2025-02-15,referral,mobile,Germany
4605778,2024-01-30,organic,mobile,India
4285162,2024-01-31,referral,mobile,India
2768485,2024-01-21,referral,mobile,USA
4223827,2024-02-06,ads,desktop,India
3344479,2024-01-27,organic,mobile,India
2961832,2024-02-11,organic,desktop,USA
2126222,2024-01-07,ads,desktop,UK
4680628,2024-02-17,organic,mobile,India
4983277,2024-03-18,ads,mobile,India
4145108,2024-04-03,organic,mobile,India
4395393,2024-01-02,organic,desktop,India
2258952,2024-01-26,organic,mobile,India
4928004,2024-02-05,referral,mobile,Australia
3631057,2024-01-28,ads,desktop,India
4634018,2024-03-30,organic,desktop,Germany
4739747,2024-01-27,ads,mobile,UK
3837547,2024-03-08,referral,mobile,USA
1942064,2024-03-20,ads,mobile,USA
4059567,2024-01-19,organic,mobile,India
2853241,2024-02-21,organic,tablet,USA
4249888,2024-03-07,organic,mobile,USA
2922663,2024-08-21,ads,desktop,Australia
2075938,2024-02-20,email,mobile,India
4080485,2024-01-24,organic,mobile,USA
1928725,2024-02-27,email,mobile,India
2477630,2024-02-05,referral,mobile,India
2051577,2024-01-29,organic,mobile,USA
2648330,2024-02-04,ads,desktop,USA
3650382,2024-01-03,organic,mobile,USA
4094808,2024-01-10,email,desktop,India
1938222,2024-03-28,organic,tablet,India
2615210,2024-04-11,organic,mobile,USA
4936286,2024-03-20,ads,mobile,Canada
2413746,2024-03-04,organic,desktop,USA
1821208,2024-02-03,ads,desktop,USA
3698823,2024-03-13,organic,desktop,India
4177098,2024-02-18,ads,mobile,UK
2339220,2024-03-03,ads,desktop,India
2609968,2024-01-10,ads,desktop,Canada
4832430,2024-02-04,organic,mobile,USA
2152941,2024-09-18,referral,desktop,Germany
3255535,2024-02-10,organic,desktop,Canada
3651392,2024-01-08,social,desktop,India
4550160,2024-01-02,organic,mobile,USA
4241974,2024-01-23,ads,desktop,UK
1733856,2024-03-06,ads,mobile,USA
1633710,2024-01-15,ads,mobile,UK
1406736,2024-02-13,organic,mobile,USA
3851712,2024-02-11,ads,mobile,Canada
1808906,2024-02-16,organic,mobile,USA
4104239,2024-01-11,email,mobile,India
3091084,2024-01-05,organic,mobile,India
3499111,2024-02-03,organic,desktop,Germany
2225218,2024-03-17,email,desktop,USA
3489797,2024-06-15,referral,mobile,UK
1664277,2024-03-07,organic,mobile,India
4580572,2024-03-01,organic,tablet,USA
4357704,2024-01-12,ads,tablet,India
3211833,2024-01-30,referral,mobile,Germany
1602412,2024-04-25,organic,tablet,India
1308300,2024-04-06,referral,mobile,USA
3121118,2024-04-10,organic,desktop,UK
4452600,2024-01-26,ads,desktop,UK
3817960,2024-01-06,ads,mobile,Australia
1629410,2024-01-21,organic,mobile,India
3240537,2024-04-04,ads,mobile,India
4875586,2024-03-13,social,desktop,India
1602785,2024-01-17,ads,mobile,Canada
4038649,2024-09-09,email,mobile,India
4434585,2024-02-05,organic,desktop,UK
3546888,2024-08-15,organic,mobile,India
2067019,2024-02-25,ads,tablet,India
1657730,2024-02-09,ads,mobile,India
1843005,2024-05-08,ads,desktop,India
4765834,2024-04-20,email,desktop,Germany
1690731,2024-06-29,social,mobile,Canada
1254847,2024-02-17,organic,mobile,India
2581269,2024-06-13,organic,desktop,India
2821288,2024-01-15,email,tablet,India
3834264,2024-07-22,ads,mobile,USA
3001088,2024-02-14,organic,mobile,Germany
3204625,2024-02-01,organic,desktop,USA
3499347,2024-05-18,ads,mobile,UK
1951750,2024-01-30,organic,desktop,India
3934603,2024-05-11,organic,tablet,Germany
3916082,2024-03-29,organic,desktop,Germany
1766605,2024-04-13,organic,mobile,Australia
1120144,2024-03-07,email,mobile,UK
1610246,2024-04-09,organic,mobile,India
2220677,2024-02-23,ads,mobile,India
1171717,2024-02-21,ads,mobile,India
3754087,2024-02-06,organic,tablet,India
1100320,2024-05-18,referral,desktop,India
3945042,2024-02-05,ads,desktop,USA
2211895,2024-01-28,organic,mobile,USA
4771358,2024-01-08,organic,mobile,India
2194142,2024-03-12,organic,mobile,India
4794420,2024-08-03,ads,tablet,India
3777267,2024-03-25,organic,tablet,India
4327042,2024-03-21,ads,desktop,India
4780847,2024-01-13,organic,mobile,India
3800958,2024-03-26,referral,desktop,Australia
2063067,2024-03-22,ads,mobile,UK
3058029,2024-03-20,social,mobile,India
